   2.2433E+01  4.4074E-27  1.0779E-26  2.9445E-26 
   2.2903E+01  4.6689E-27  1.1542E-26  3.1680E-26 
   2.3383E+01  4.9448E-27  1.2350E-26  3.4045E-26 
   2.3872E+01  5.2353E-27  1.3202E-26  3.6544E-26 
   2.4372E+01  5.5409E-27  1.4101E-26  3.9182E-26 
   2.4882E+01  5.8619E-27  1.5048E-26  4.1962E-26 
   2.5403E+01  6.1989E-27  1.6044E-26  4.4887E-26 
   2.5935E+01  6.5522E-27  1.7089E-26  4.7961E-26 
   2.6477E+01  6.9221E-27  1.8186E-26  5.1188E-26 
   2.7032E+01  7.3089E-27  1.9335E-26  5.4570E-26 
   2.7598E+01  7.7130E-27  2.0538E-26  5.8110E-26 
   2.8175E+01  8.1347E-27  2.1794E-26  6.1812E-26 
   2.8765E+01  8.5742E-27  2.3105E-26  6.5676E-26 
   2.9367E+01  9.0318E-27  2.4472E-26  6.9707E-26 
   2.9982E+01  9.5077E-27  2.5895E-26  7.3905E-26 
   3.0610E+01  1.0002E-26  2.7375E-26  7.8273E-26 
   3.1250E+01  1.0515E-26  2.8913E-26  8.2812E-26 
   3.1904E+01  1.1047E-26  3.0509E-26  8.7524E-26 
   3.2572E+01  1.1598E-26  3.2163E-26  9.2409E-26 
   3.3254E+01  1.2169E-26  3.3875E-26  9.7469E-26 
   3.3950E+01  1.2758E-26  3.5647E-26  1.0270E-25 
   3.4661E+01  1.3366E-26  3.7478E-26  1.0812E-25 
   3.5387E+01  1.3994E-26  3.9368E-26  1.1370E-25 
   3.6127E+01  1.4642E-26  4.1317E-26  1.1947E-25 
   3.6884E+01  1.5308E-26  4.3325E-26  1.2541E-25 
   3.7656E+01  1.5994E-26  4.5392E-26  1.3152E-25 
   3.8444E+01  1.6699E-26  4.7518E-26  1.3781E-25 
   3.9249E+01  1.7423E-26  4.9703E-26  1.4427E-25 
   4.0070E+01  1.8166E-26  5.1946E-26  1.5091E-25 
   4.0909E+01  1.8929E-26  5.4247E-26  1.5772E-25 
   4.1765E+01  1.9710E-26  5.6605E-26  1.6470E-25 
   4.2640E+01  2.0509E-26  5.9020E-26  1.7184E-25 
   4.3532E+01  2.1328E-26  6.1492E-26  1.7916E-25 
   4.4444E+01  2.2165E-26  6.4020E-26  1.8664E-25 
   4.5374E+01  2.3020E-26  6.6604E-26  1.9429E-25 
   4.6324E+01  2.3893E-26  6.9242E-26  2.0210E-25 
   4.7294E+01  2.4784E-26  7.1935E-26  2.1007E-25 
   4.8284E+01  2.5693E-26  7.4682E-26  2.1820E-25 
   4.9294E+01  2.6620E-26  7.7482E-26  2.2649E-25 
   5.0326E+01  2.7565E-26  8.0335E-26  2.3494E-25 
   5.1380E+01  2.8526E-26  8.3240E-26  2.4354E-25 
   5.2455E+01  2.9505E-26  8.6198E-26  2.5229E-25 
   5.3553E+01  3.0501E-26  8.9206E-26  2.6119E-25 
   5.4674E+01  3.1514E-26  9.2266E-26  2.7025E-25 
   5.5819E+01  3.2544E-26  9.5376E-26  2.7945E-25 
   5.6987E+01  3.3590E-26  9.8536E-26  2.8881E-25 
   5.8180E+01  3.4654E-26  1.0175E-25  2.9831E-25 
   5.9398E+01  3.5734E-26  1.0501E-25  3.0796E-25 
   6.0641E+01  3.6831E-26  1.0832E-25  3.1775E-25 
   6.1911E+01  3.7944E-26  1.1168E-25  3.2769E-25 
   6.3207E+01  3.9074E-26  1.1509E-25  3.3778E-25 
   6.4530E+01  4.0221E-26  1.1855E-25  3.4801E-25 
   6.5881E+01  4.1385E-26  1.2205E-25  3.5840E-25 
   6.7260E+01  4.2565E-26  1.2561E-25  3.6893E-25 
   6.8668E+01  4.3763E-26  1.2922E-25  3.7960E-25 
   7.0105E+01  4.4978E-26  1.3289E-25  3.9043E-25 
   7.1573E+01  4.6211E-26  1.3660E-25  4.0141E-25 
   7.3071E+01  4.7461E-26  1.4036E-25  4.1255E-25 
   7.4601E+01  4.8729E-26  1.4418E-25  4.2384E-25 
   7.6162E+01  5.0015E-26  1.4805E-25  4.3529E-25 
   7.7757E+01  5.1319E-26  1.5198E-25  4.4690E-25 
   7.9384E+01  5.2568E-26  1.5572E-25  4.5795E-25 
   8.1046E+01  5.3753E-26  1.5926E-25  4.6839E-25 
   8.2743E+01  5.4928E-26  1.6277E-25  4.7871E-25 
   8.4475E+01  5.6133E-26  1.6636E-25  4.8930E-25 
   8.6243E+01  5.7389E-26  1.7011E-25  5.0036E-25 
   8.8049E+01  5.8699E-26  1.7403E-25  5.1193E-25 
   8.9892E+01  6.0061E-26  1.7811E-25  5.2397E-25 
   9.1773E+01  6.1469E-26  1.8233E-25  5.3643E-25 
   9.3695E+01  6.2918E-26  1.8668E-25  5.4926E-25 
   9.5656E+01  6.4401E-26  1.9113E-25  5.6240E-25 
   9.7658E+01  6.5916E-26  1.9567E-25  5.7583E-25 
   9.9703E+01  6.7460E-26  2.0031E-25  5.8951E-25 
   1.0179E+02  6.8471E-26  2.0324E-25  5.9808E-25 
   1.0392E+02  7.0051E-26  2.0798E-25  6.1209E-25 
   1.0610E+02  7.1660E-26  2.1280E-25  6.2632E-25 
   1.0832E+02  7.3294E-26  2.1770E-25  6.4079E-25 
   1.1058E+02  7.4953E-26  2.2267E-25  6.5546E-25 
   1.1290E+02  7.6637E-26  2.2772E-25  6.7037E-25 
   1.1526E+02  7.8347E-26  2.3284E-25  6.8548E-25 
   1.1768E+02  8.0083E-26  2.3804E-25  7.0083E-25 
   1.2014E+02  8.1843E-26  2.4331E-25  7.1639E-25 
   1.2265E+02  8.3631E-26  2.4866E-25  7.3219E-25 
   1.2522E+02  8.5445E-26  2.5409E-25  7.4821E-25 
   1.2784E+02  8.7286E-26  2.5960E-25  7.6447E-25 
   1.3052E+02  8.9154E-26  2.6519E-25  7.8096E-25 
   1.3325E+02  9.1049E-26  2.7085E-25  7.9768E-25 
   1.3604E+02  9.2970E-26  2.7660E-25  8.1464E-25 
   1.3889E+02  9.4919E-26  2.8242E-25  8.3182E-25 
   1.4180E+02  9.6895E-26  2.8833E-25  8.4924E-25 
   1.4476E+02  9.8897E-26  2.9431E-25  8.6689E-25 
   1.4779E+02  1.0093E-25  3.0037E-25  8.8476E-25 
   1.5089E+02  1.0300E-25  3.0654E-25  9.0297E-25 
   1.5405E+02  1.0508E-25  3.1275E-25  9.2129E-25 
   1.5727E+02  1.0718E-25  3.1904E-25  9.3983E-25 
   1.6056E+02  1.0932E-25  3.2541E-25  9.5860E-25 
   1.6392E+02  1.1148E-25  3.3185E-25  9.7758E-25 
   1.6736E+02  1.1367E-25  3.3836E-25  9.9679E-25 
   1.7086E+02  1.1588E-25  3.4495E-25  1.0162E-24 
   1.7444E+02  1.1811E-25  3.5160E-25  1.0358E-24 
   1.7809E+02  1.2037E-25  3.5833E-25  1.0556E-24 
   1.8182E+02  1.2266E-25  3.6512E-25  1.0756E-24 
   1.8562E+02  1.2496E-25  3.7198E-25  1.0958E-24 
   1.8951E+02  1.2729E-25  3.7890E-25  1.1162E-24 
   1.9347E+02  1.2965E-25  3.8588E-25  1.1368E-24 
   1.9752E+02  1.3202E-25  3.9293E-25  1.1575E-24 
   2.0166E+02  1.3442E-25  4.0003E-25  1.1784E-24 
   2.0588E+02  1.3683E-25  4.0719E-25  1.1995E-24 
   2.1019E+02  1.3927E-25  4.1440E-25  1.2207E-24 
   2.1459E+02  1.4172E-25  4.2166E-25  1.2421E-24 
   2.1908E+02  1.4419E-25  4.2898E-25  1.2636E-24 
   2.2367E+02  1.4669E-25  4.3634E-25  1.2852E-24 
   2.2835E+02  1.4919E-25  4.4374E-25  1.3070E-24 
   2.3313E+02  1.5172E-25  4.5119E-25  1.3289E-24 
   2.3801E+02  1.5426E-25  4.5868E-25  1.3509E-24 
   2.4299E+02  1.5682E-25  4.6621E-25  1.3730E-24 
   2.4808E+02  1.5939E-25  4.7377E-25  1.3952E-24 
   2.5327E+02  1.6197E-25  4.8136E-25  1.4174E-24 
   2.5857E+02  1.6457E-25  4.8899E-25  1.4398E-24 
   2.6399E+02  1.6718E-25  4.9664E-25  1.4623E-24 
   2.6951E+02  1.6980E-25  5.0432E-25  1.4848E-24 
   2.7515E+02  1.7243E-25  5.1202E-25  1.5073E-24 
   2.8091E+02  1.7507E-25  5.1974E-25  1.5300E-24 
   2.8679E+02  1.7772E-25  5.2748E-25  1.5526E-24 
   2.9280E+02  1.8039E-25  5.3524E-25  1.5753E-24 
   2.9893E+02  1.8305E-25  5.4301E-25  1.5981E-24 
   3.0519E+02  1.8574E-25  5.5081E-25  1.6209E-24 
   3.1157E+02  1.8842E-25  5.5860E-25  1.6436E-24 
   3.1810E+02  1.9110E-25  5.6639E-25  1.6664E-24 
   3.2475E+02  1.9380E-25  5.7419E-25  1.6892E-24 
   3.3155E+02  1.9650E-25  5.8200E-25  1.7119E-24 
   3.3849E+02  1.9920E-25  5.8980E-25  1.7347E-24 
   3.4558E+02  2.0191E-25  5.9761E-25  1.7575E-24 
   3.5281E+02  2.0462E-25  6.0541E-25  1.7802E-24 
   3.6020E+02  2.0734E-25  6.1321E-25  1.8029E-24 
   3.6774E+02  2.1005E-25  6.2100E-25  1.8256E-24 
   3.7544E+02  2.1277E-25  6.2878E-25  1.8482E-24 
   3.8330E+02  2.1549E-25  6.3655E-25  1.8708E-24 
   3.9132E+02  2.1821E-25  6.4430E-25  1.8933E-24 
   3.9951E+02  2.2093E-25  6.5205E-25  1.9158E-24 
   4.0787E+02  2.2365E-25  6.5977E-25  1.9382E-24 
   4.1641E+02  2.2637E-25  6.6748E-25  1.9605E-24 
   4.2513E+02  2.2909E-25  6.7518E-25  1.9828E-24 
   4.3403E+02  2.3181E-25  6.8285E-25  2.0050E-24 
   4.4311E+02  2.3452E-25  6.9050E-25  2.0272E-24 
   4.5239E+02  2.3724E-25  6.9813E-25  2.0492E-24 
   4.6186E+02  2.3995E-25  7.0573E-25  2.0712E-24 
   4.7153E+02  2.4266E-25  7.1332E-25  2.0930E-24 
   4.8140E+02  2.4537E-25  7.2087E-25  2.1148E-24 
   4.9148E+02  2.4808E-25  7.2840E-25  2.1365E-24 
   5.0176E+02  2.5071E-25  7.3569E-25  2.1574E-24 
   5.1227E+02  2.5321E-25  7.4253E-25  2.1770E-24 
   5.2299E+02  2.5569E-25  7.4930E-25  2.1963E-24 
   5.3394E+02  2.5816E-25  7.5601E-25  2.2155E-24 
   5.4512E+02  2.6062E-25  7.6266E-25  2.2344E-24 
   5.5653E+02  2.6306E-25  7.6925E-25  2.2531E-24 
   5.6818E+02  2.6549E-25  7.7577E-25  2.2717E-24 
   5.8007E+02  2.6791E-25  7.8224E-25  2.2900E-24 
   5.9221E+02  2.7032E-25  7.8865E-25  2.3081E-24 
   6.0461E+02  2.7272E-25  7.9500E-25  2.3261E-24 
   6.1727E+02  2.7510E-25  8.0130E-25  2.3439E-24 
   6.3019E+02  2.7748E-25  8.0756E-25  2.3615E-24 
   6.4338E+02  2.7985E-25  8.1376E-25  2.3789E-24 
   6.5685E+02  2.8221E-25  8.1992E-25  2.3962E-24 
   6.7060E+02  2.8457E-25  8.2603E-25  2.4134E-24 
   6.8464E+02  2.8692E-25  8.3211E-25  2.4304E-24 
   6.9897E+02  2.8926E-25  8.3814E-25  2.4472E-24 
   7.1360E+02  2.9160E-25  8.4415E-25  2.4640E-24 
   7.2854E+02  2.9394E-25  8.5012E-25  2.4806E-24 
   7.4379E+02  2.9628E-25  8.5606E-25  2.4971E-24 
   7.5936E+02  2.9862E-25  8.6197E-25  2.5135E-24 
   7.7526E+02  3.0096E-25  8.6787E-25  2.5298E-24 
   7.9148E+02  3.0330E-25  8.7374E-25  2.5460E-24 
   8.0805E+02  3.0562E-25  8.7953E-25  2.5620E-24 
   8.2497E+02  3.0796E-25  8.8533E-25  2.5779E-24 
   8.4224E+02  3.1030E-25  8.9112E-25  2.5938E-24 
   8.5987E+02  3.1265E-25  8.9691E-25  2.6097E-24 
   8.7787E+02  3.1502E-25  9.0270E-25  2.6255E-24 
   8.9624E+02  3.1739E-25  9.0850E-25  2.6414E-24 
   9.1501E+02  3.1976E-25  9.1428E-25  2.6571E-24 
   9.3416E+02  3.2215E-25  9.2007E-25  2.6729E-24 
   9.5371E+02  3.2455E-25  9.2586E-25  2.6886E-24 
   9.7368E+02  3.2696E-25  9.3166E-25  2.7044E-24 
   9.9406E+02  3.2938E-25  9.3747E-25  2.7201E-24 
   1.0149E+03  3.3214E-25  9.4433E-25  2.7390E-24 
   1.0361E+03  3.3460E-25  9.5017E-25  2.7548E-24 
   1.0578E+03  3.3706E-25  9.5601E-25  2.7705E-24 
   1.0799E+03  3.3954E-25  9.6187E-25  2.7863E-24 
   1.1026E+03  3.4203E-25  9.6774E-25  2.8021E-24 
   1.1256E+03  3.4454E-25  9.7363E-25  2.8179E-24 
   1.1492E+03  3.4706E-25  9.7954E-25  2.8337E-24 
   1.1733E+03  3.4961E-25  9.8546E-25  2.8495E-24 
   1.1978E+03  3.5217E-25  9.9141E-25  2.8654E-24 
   1.2229E+03  3.5475E-25  9.9738E-25  2.8813E-24 
   1.2485E+03  3.5734E-25  1.0034E-24  2.8972E-24 
   1.2746E+03  3.5996E-25  1.0094E-24  2.9132E-24 
   1.3013E+03  3.6260E-25  1.0154E-24  2.9292E-24 
   1.3285E+03  3.6526E-25  1.0215E-24  2.9453E-24 
   1.3564E+03  3.6794E-25  1.0276E-24  2.9615E-24 
   1.3847E+03  3.7065E-25  1.0338E-24  2.9777E-24 
   1.4137E+03  3.7337E-25  1.0399E-24  2.9940E-24 
   1.4433E+03  3.7613E-25  1.0461E-24  3.0104E-24 
   1.4735E+03  3.7891E-25  1.0524E-24  3.0268E-24 
   1.5044E+03  3.8171E-25  1.0587E-24  3.0433E-24 
   1.5359E+03  3.8456E-25  1.0651E-24  3.0601E-24 
   1.5680E+03  3.8742E-25  1.0715E-24  3.0768E-24 
   1.6009E+03  3.9033E-25  1.0780E-24  3.0938E-24 
   1.6344E+03  3.9326E-25  1.0845E-24  3.1108E-24 
   1.6686E+03  3.9623E-25  1.0911E-24  3.1281E-24 
   1.7035E+03  3.9924E-25  1.0977E-24  3.1455E-24 
   1.7392E+03  4.0228E-25  1.1045E-24  3.1631E-24 
   1.7756E+03  4.0514E-25  1.1107E-24  3.1792E-24 
   1.8127E+03  4.0832E-25  1.1178E-24  3.1977E-24 
   1.8507E+03  4.1147E-25  1.1247E-24  3.2158E-24 
   1.8894E+03  4.1470E-25  1.1319E-24  3.2343E-24 
   1.9290E+03  4.1795E-25  1.1390E-24  3.2530E-24 
   1.9694E+03  4.2127E-25  1.1464E-24  3.2721E-24 
   2.0106E+03  4.2463E-25  1.1538E-24  3.2915E-24 
   2.0527E+03  4.2804E-25  1.1613E-24  3.3112E-24 
   2.0956E+03  4.3151E-25  1.1690E-24  3.3312E-24 
   2.1395E+03  4.3503E-25  1.1768E-24  3.3516E-24 
   2.1843E+03  4.3861E-25  1.1848E-24  3.3725E-24 
   2.2300E+03  4.4225E-25  1.1929E-24  3.3938E-24 
   2.2767E+03  4.4595E-25  1.2012E-24  3.4156E-24 
   2.3244E+03  4.4974E-25  1.2098E-24  3.4380E-24 
   2.3730E+03  4.5362E-25  1.2185E-24  3.4610E-24 
   2.4227E+03  4.5758E-25  1.2275E-24  3.4846E-24 
   2.4734E+03  4.6164E-25  1.2366E-24  3.5088E-24 
   2.5252E+03  4.6579E-25  1.2461E-24  3.5337E-24 
   2.5781E+03  4.7005E-25  1.2557E-24  3.5593E-24 
   2.6320E+03  4.7441E-25  1.2657E-24  3.5856E-24 
   2.6871E+03  4.7889E-25  1.2759E-24  3.6128E-24 
   2.7434E+03  4.8348E-25  1.2865E-24  3.6409E-24 
   2.8008E+03  4.8820E-25  1.2974E-24  3.6699E-24 
   2.8594E+03  4.9306E-25  1.3086E-24  3.6999E-24 
   2.9193E+03  4.9805E-25  1.3203E-24  3.7309E-24 
   2.9804E+03  5.0319E-25  1.3323E-24  3.7631E-24 
   3.0428E+03  5.0848E-25  1.3447E-24  3.7966E-24 
   3.1065E+03  5.1394E-25  1.3576E-24  3.8313E-24 
   3.1715E+03  5.1956E-25  1.3710E-24  3.8673E-24 
   3.2379E+03  5.2537E-25  1.3849E-24  3.9049E-24 
   3.3057E+03  5.3138E-25  1.3993E-24  3.9440E-24 
   3.3749E+03  5.3758E-25  1.4143E-24  3.9848E-24 
   3.4455E+03  5.4400E-25  1.4299E-24  4.0274E-24 
   3.5176E+03  5.5065E-25  1.4461E-24  4.0719E-24 
   3.5913E+03  5.5753E-25  1.4630E-24  4.1182E-24 
   3.6665E+03  5.6465E-25  1.4807E-24  4.1667E-24 
   3.7432E+03  5.7204E-25  1.4991E-24  4.2174E-24 
   3.8216E+03  5.7973E-25  1.5183E-24  4.2706E-24 
   3.9016E+03  5.8771E-25  1.5385E-24  4.3264E-24 
   3.9832E+03  5.9601E-25  1.5595E-24  4.3849E-24 
   4.0666E+03  6.0464E-25  1.5815E-24  4.4462E-24 
   4.1517E+03  6.1362E-25  1.6046E-24  4.5106E-24 
   4.2387E+03  6.2297E-25  1.6288E-24  4.5782E-24 
   4.3274E+03  6.3271E-25  1.6541E-24  4.6493E-24 
   4.4180E+03  6.4458E-25  1.6861E-24  4.7402E-24 
   4.5105E+03  6.5547E-25  1.7148E-24  4.8215E-24 
   4.6049E+03  6.6685E-25  1.7451E-24  4.9073E-24 
   4.7013E+03  6.7877E-25  1.7770E-24  4.9978E-24 
   4.7997E+03  6.9126E-25  1.8107E-24  5.0934E-24 
   4.9001E+03  7.0436E-25  1.8461E-24  5.1945E-24 
   5.0027E+03  7.1810E-25  1.8835E-24  5.3013E-24 
   5.1074E+03  7.3253E-25  1.9230E-24  5.4144E-24 
   5.2144E+03  7.4770E-25  1.9648E-24  5.5341E-24 
   5.3235E+03  7.6366E-25  2.0089E-24  5.6611E-24 
   5.4350E+03  7.8048E-25  2.0557E-24  5.7957E-24 
   5.5487E+03  7.9823E-25  2.1053E-24  5.9388E-24 
   5.6649E+03  8.1700E-25  2.1580E-24  6.0911E-24 
   5.7835E+03  8.3687E-25  2.2141E-24  6.2533E-24 
   5.9045E+03  8.5795E-25  2.2738E-24  6.4264E-24 
   6.0281E+03  8.8036E-25  2.3375E-24  6.6113E-24 
   6.1543E+03  9.0425E-25  2.4056E-24  6.8092E-24 
   6.2832E+03  9.2976E-25  2.4786E-24  7.0214E-24 
   6.4147E+03  9.5709E-25  2.5569E-24  7.2492E-24 
   6.5490E+03  9.8641E-25  2.6409E-24  7.4938E-24 
   6.6861E+03  1.0180E-24  2.7313E-24  7.7567E-24 
   6.8260E+03  1.0520E-24  2.8286E-24  8.0396E-24 
   6.9689E+03  1.0889E-24  2.9335E-24  8.3442E-24 
   7.1148E+03  1.1287E-24  3.0459E-24  8.6698E-24 
   7.2637E+03  1.1724E-24  3.1684E-24  9.0238E-24 
   7.4158E+03  1.2203E-24  3.3014E-24  9.4062E-24 
   7.5710E+03  1.2732E-24  3.4459E-24  9.8197E-24 
   7.7295E+03  1.3318E-24  3.6035E-24  1.0268E-23 
   7.8913E+03  1.3971E-24  3.7756E-24  1.0753E-23 
   8.0565E+03  1.4705E-24  3.9642E-24  1.1280E-23 
   8.2251E+03  1.5532E-24  4.1713E-24  1.1852E-23 
   8.3973E+03  1.6472E-24  4.3993E-24  1.2474E-23 
   8.5731E+03  1.7543E-24  4.6507E-24  1.3148E-23 
   8.7526E+03  1.8773E-24  4.9285E-24  1.3881E-23 
   8.9358E+03  2.0190E-24  5.2362E-24  1.4676E-23 
   9.1228E+03  2.1830E-24  5.5775E-24  1.5538E-23 
   9.3138E+03  2.3611E-24  5.9174E-24  1.6352E-23 
   9.5088E+03  2.5824E-24  6.3369E-24  1.7353E-23 
   9.7078E+03  2.8427E-24  6.8093E-24  1.8448E-23 
   9.9110E+03  3.1488E-24  7.3404E-24  1.9640E-23 
   1.0119E+04  3.5074E-24  7.9403E-24  2.0941E-23 
   1.0330E+04  3.9346E-24  8.6198E-24  2.2362E-23 
   1.0547E+04  4.4393E-24  9.3913E-24  2.3918E-23 
   1.0767E+04  5.0364E-24  1.0270E-23  2.5623E-23 
   1.0993E+04  5.7427E-24  1.1272E-23  2.7498E-23 
   1.1223E+04  6.5777E-24  1.2420E-23  2.9563E-23 
   1.1458E+04  7.5637E-24  1.3734E-23  3.1844E-23 
   1.1698E+04  8.7257E-24  1.5241E-23  3.4368E-23 
   1.1943E+04  1.0091E-23  1.6965E-23  3.7151E-23 
   1.2193E+04  1.1692E-23  1.8948E-23  4.0256E-23 
   1.2448E+04  1.3562E-23  2.1221E-23  4.3694E-23 
   1.2708E+04  1.5737E-23  2.3822E-23  4.7542E-23 
   1.2974E+04  1.8254E-23  2.6787E-23  5.1827E-23 
   1.3246E+04  2.1152E-23  3.0176E-23  5.6655E-23 
   1.3523E+04  2.4452E-23  3.3984E-23  6.1957E-23 
   1.3806E+04  2.8183E-23  3.8263E-23  6.7848E-23 
   1.4095E+04  3.2342E-23  4.3001E-23  7.4289E-23 
   1.4390E+04  3.6915E-23  4.8192E-23  8.1299E-23 
   1.4692E+04  4.1848E-23  5.3784E-23  8.8832E-23 
   1.4999E+04  4.7043E-23  5.9700E-23  9.6792E-23 
   1.5313E+04  5.2352E-23  6.5752E-23  1.0502E-22 
   1.5634E+04  5.7595E-23  7.1746E-23  1.1329E-22 
   1.5961E+04  6.8034E-23  8.2533E-23  1.2508E-22 
   1.6295E+04  7.4475E-23  8.9752E-23  1.3461E-22 
   1.6636E+04  8.0517E-23  9.6583E-23  1.4376E-22 
   1.6984E+04  8.5922E-23  1.0277E-22  1.5225E-22 
   1.7340E+04  9.0479E-23  1.0811E-22  1.5987E-22 
   1.7703E+04  9.4084E-23  1.1256E-22  1.6679E-22 
   1.8074E+04  9.6582E-23  1.1580E-22  1.7223E-22 
   1.8452E+04  9.8025E-23  1.1797E-22  1.7653E-22 
   1.8838E+04  9.8493E-23  1.1915E-22  1.7979E-22 
   1.9232E+04  9.8112E-23  1.1947E-22  1.8218E-22 
   1.9635E+04  9.7030E-23  1.1910E-22  1.8389E-22 
   2.0046E+04  9.5404E-23  1.1820E-22  1.8512E-22 
   2.0466E+04  9.3379E-23  1.1692E-22  1.8606E-22 
   2.0894E+04  9.1087E-23  1.1542E-22  1.8688E-22 
   2.1332E+04  8.8638E-23  1.1381E-22  1.8772E-22 
   2.1778E+04  8.6122E-23  1.1218E-22  1.8869E-22 
   2.2234E+04  8.3611E-23  1.1061E-22  1.8988E-22 
   2.2699E+04  8.1160E-23  1.0915E-22  1.9136E-22 
   2.3175E+04  7.8811E-23  1.0786E-22  1.9317E-22 
   2.3660E+04  7.6594E-23  1.0676E-22  1.9535E-22 
   2.4155E+04  7.4534E-23  1.0589E-22  1.9796E-22 
   2.4661E+04  7.2642E-23  1.0524E-22  2.0098E-22 
   2.5177E+04  7.0927E-23  1.0484E-22  2.0443E-22 
   2.5704E+04  6.9400E-23  1.0470E-22  2.0835E-22 
   2.6242E+04  6.8062E-23  1.0482E-22  2.1276E-22 
   2.6791E+04  6.6909E-23  1.0520E-22  2.1765E-22 
   2.7352E+04  6.5964E-23  1.0593E-22  2.2328E-22 
   2.7925E+04  6.5174E-23  1.0685E-22  2.2922E-22 
   2.8509E+04  6.4526E-23  1.0799E-22  2.3564E-22 
   2.9106E+04  6.4077E-23  1.0936E-22  2.4235E-22 
   2.9715E+04  6.3867E-23  1.1109E-22  2.4980E-22 
   3.0337E+04  6.3797E-23  1.1308E-22  2.5784E-22 
   3.0972E+04  6.3799E-23  1.1528E-22  2.6646E-22 
   3.1621E+04  6.3854E-23  1.1765E-22  2.7563E-22 
   3.2283E+04  6.4018E-23  1.2023E-22  2.8533E-22 
   3.2958E+04  6.4265E-23  1.2302E-22  2.9558E-22 
   3.3648E+04  6.4502E-23  1.2593E-22  3.0636E-22 
   3.4353E+04  6.4831E-23  1.2906E-22  3.1770E-22 
   3.5072E+04  6.5224E-23  1.3237E-22  3.2958E-22 
   3.5806E+04  6.5691E-23  1.3591E-22  3.4215E-22 
   3.6556E+04  6.6128E-23  1.3953E-22  3.5516E-22 
   3.7321E+04  6.6765E-23  1.4349E-22  3.6886E-22 
   3.8102E+04  6.7362E-23  1.4753E-22  3.8304E-22 
   3.8900E+04  6.8088E-23  1.5184E-22  3.9788E-22 
   3.9714E+04  6.9003E-23  1.5648E-22  4.1346E-22 
   4.0545E+04  6.9902E-23  1.6124E-22  4.2960E-22 
   4.1394E+04  7.0970E-23  1.6635E-22  4.4656E-22 
   4.2260E+04  7.2257E-23  1.7184E-22  4.6443E-22 
   4.3145E+04  7.3584E-23  1.7756E-22  4.8304E-22 
   4.4048E+04  7.5163E-23  1.8369E-22  5.0258E-22 
   4.4970E+04  7.6887E-23  1.9017E-22  5.2304E-22 
   4.5912E+04  7.8792E-23  1.9703E-22  5.4447E-22 
   4.6873E+04  8.0904E-23  2.0430E-22  5.6694E-22 
   4.7854E+04  8.3208E-23  2.1191E-22  5.9017E-22 
